type,name,namespace,threat_type,description,legitimate_package
npm,jscore,@barsanovinray,false_positive,Possible typosquat of @sanity/core,@sanity/core
npm,tokenizers-js,@bluryar,false_positive,"Possible typosquat of llama-tokenizer-js - Explanation: The package '@bluryar/tokenizers-js' has no README data, which is abnormal. The namespace '@bluryar' does not appear to be a known organization or user related to 'llama-tokenizer-js'. The names are not similar enough to suggest a direct typosquat, but the lack of information and the use of a namespace make it suspicious.",llama-tokenizer-js
npm,cspell-dict-software-terms,,false_positive,Possible typosquat of @cspell/dict-software-terms,@cspell/dict-software-terms
golang,github.com/go-slash/captcha,,false_positive,"Possible typosquat of github.com/go-macaron/captcha Explanation: The package name 'github.com/go-slash/captcha' is very similar to 'github.com/go-macaron/captcha' (edit distance of 6) and employs a modified namespace ('go-slash' versus 'go-macaron') that mimics the legit package, making it an adversarial name designed to potentially confuse users. The modification in namespace suggests that it is an intentional fork, not offering distinct functionality from the original package. Although its description is detailed, the overall naming mimicry and similarity to the legitimate package raise suspicious concerns about its intent. Risk level: High).",github.com/go-macaron/captcha
npm,liusc-utils,,false_positive,Possible typosquat of utils,utils
npm,typenode,,false_positive,"Possible 1-step D-L dist typosquat of bytenode - Explanation: The package 'typenode' has a name that is very similar to 'bytenode', differing by only one character. There is no description provided for 'typenode', making it difficult to determine its purpose or legitimacy. The maintainer 'sliftist' is not recognized as a known maintainer in the npm community. These factors contribute to the suspicion that 'typenode' could be a typosquat of 'bytenode'.",bytenode
npm,ip2country,,false_positive,"Possible `1-step D-L dist` typosquat of ip3country Explanation: The names differ by only a single digit (2 vs 3), creating high confusion potential. Both packages serve the same goal (IP-to-country lookups) with no clear forking indicators or distinct features. The target has a README and credible-sounding methods, but the close name and overlapping functionality suggest a typosquat attempt rather than a benign variant. Risk level: High.",ip3country
npm,react-exo,,false_positive,"Possible `1-step D-L dist` typosquat of react-rx Explanation: The package name 'react-exo' is only two character edits away from 'react-rx', and based solely on name it can easily be mistaken for the legitimate package. Its minor alteration appears intentional (adversarial substitution) and it is being treated as a fork rather than a distinct project. The description does not clearly differentiate its functionality from 'react-rx' and the sole maintainer ('tax.kat') is not recognized as a known developer associated with 'react-rx'. Taken together, these factors suggest a typosquat with suspicious intent. Risk level: High).",react-rx
npm,nubomed-ui,,false_positive,"Possible typosquat of @medusajs/ui - Explanation: The package 'nubomed-ui' has no description, which makes it difficult to determine its purpose. The name 'nubomed-ui' does not appear to be an obvious play on words or creative variation of '@medusajs/ui'. The maintainer 'dongchenghuan' is not recognized as a known maintainer in the npm community. The lack of description and the similarity in naming patterns suggest it could be a typosquat, especially since 'nubomed-ui' could be misleadingly similar to '@medusajs/ui'.",@medusajs/ui
npm,eslint-plugin-ow3,,false_positive,Possible typosquat of eslint-plugin-es,eslint-plugin-es
npm,stylelint-config-neon-order,,false_positive,Possible typosquat of stylelint-config-clean-order,stylelint-config-clean-order
pypi,extractous,,false_positive,"Possible typosquat of extractcode Explanation: The package name 'extractous' is very similar to 'extractcode' (both share the 'extract' prefix, differing in the suffix 'ous' vs 'code'), which makes it potentially confusing for users. Its name appears to be an adversarial mimic, and there is no indication that the change is due to a legitimate fork (e.g., no username or organizational prefix). The functionality as described (providing Python bindings for an extraction library) overlaps significantly with the archive extraction purpose of 'extractcode', suggesting that it is not offering a distinct purpose. Furthermore, the maintainers of extractous are not known in the extractcode community, and while documentation is present, the overall pairing of the similar naming and overlapping functionality hints at suspicious intent. Risk level: High).",extractcode
npm,http-request,,false_positive,"Possible typosquat of then-request Explanation: The package name 'http-request' is very similar to 'then-request', differing only by the prefix ('http' vs 'then'), which can be confusing for users. Based solely on the package names, the similarity in structure and the common '-request' suffix suggest an adversarial mimicry, so is_adversarial_name is set to true. Since there is no user name or organization suffix/prefix that would indicate a fork, is_fork remains false. Their descriptions indicate similar purposes as general HTTP client libraries, meaning they do not have distinct purposes (has_distinct_purpose is false). The package is not marked as a test package and it contains a README, so is_test and no_readme are both false. The maintainers of 'http-request' are not linked to the known maintainers of 'then-request', so is_known_maintainer is false. The overall similarity in name and metadata, with the potential to confuse users, results in a conclusion of suspicious intent, hence has_suspicious_intent is true. There is no indication of relocation between packages, so is_relocated_package is false. Risk level: High).",then-request
npm,tanker-ts-i18n,,false_positive,Possible typosquat of @liff/i18n,@liff/i18n
npm,vdkweb-utils,,false_positive,"Possible typosquat of @pgsql/utils Explanation: The package 'vdkweb-utils' shares the common utility suffix with '@pgsql/utils' but alters the namespace to 'vdkweb', which could be seen as a deliberate attempt to mimic a trusted package. Its name employs a slight alteration (a different prefix) that users might confuse with the legitimate package due to the shared '-utils' part. Furthermore, the description being a security holding package is a classic sign of suspicious intent. With no known maintainers listed, and given the context of identical high-level functionality implied by the shared naming pattern, the package appears to be an adversarial fork meant to deceive users. Risk level: High).",@pgsql/utils
npm,core,@snmt-react-ui,false_positive,Possible typosquat of @brightspace-ui/core,@brightspace-ui/core
npm,react,@oakjs,false_positive,"Possible `scope confusion` typosquat of react Explanation: The package name '@oakjs/react' adds a namespace to the well-known name 'react', which can mislead users to confuse it with the legitimate React library. The edit distance of 7 combined with the scope addition is a form of adversarial naming. Additionally, the package appears to be a fork given its namespace and naming, yet it does not offer a distinct purpose from 'react' as the description is vague and does not match the legitimate package's use-case. The maintainers are not well-known and the overall setup appears potentially deceptive in intent. Risk level: High).",react
npm,ui,@montelo,false_positive,Possible typosquat of @medusajs/ui,@medusajs/ui
golang,github.com/farseer-go/redis,,false_positive,"Possible typosquat of github.com/go-redis/redis Explanation: The package name 'github.com/farseer-go/redis' uses the same terminal component ('redis') as the legitimate package but changes its namespace from 'GO-redis' to 'farseer-go'. Although the edit distance is relatively high (9), the mimicry of the core name in combination with a modified scope creates potential for user confusion. Based solely on the package name, it meets characteristics of an adversarial name. However, the namespace 'farseer-go' appears to be a personal or organizational account, suggesting this may be an obvious fork rather than an intentional typosquat with malicious intent. Without evidence of deceptive metadata or suspicious description content, it does not have malicious intent. Therefore, while the name is adversarial and the package is considered a fork, it does not have a distinct purpose and is not flagged as having suspicious intent. Risk level: Medium).",github.com/go-redis/redis
npm,kodiak2k,,false_positive,Possible typosquat of k-rpc,k-rpc
npm,babel-preset-typescript,,false_positive,Possible scope confusion typosquat of @babel/preset-typescript,@babel/preset-typescript
npm,fell-firm-add,,false_positive,"Possible typosquat of get-form-data Explanation: The package name 'fell-firm-add' mimics the structure of 'get-form-data' by substituting similar-sounding words (fell instead of get, firm instead of form, add instead of data), which fits several adversarial transformation patterns such as grammatical substitution and asemantic substitution. The semantic content of the names is deliberately similar, suggesting an attempt to impersonate, and thus, the package is not seen as having a distinct purpose compared to 'get-form-data'. Additionally, the suspicious maintainer 'web3jacker' further increases the suspicion. With only a minimal README provided for 'fell-firm-add', it adds to the likelihood of deceptive intent. Overall, based solely on name similarity and minimal distinguishing description, this package is considered to be a typosquat mimic. Risk level: High).",get-form-data
npm,api,@inexture,false_positive,Possible typosquat of api,api
npm,xastscript,,false_positive,Possible typosquat of hastscript,hastscript
npm,eslint-config-ts,@icebreakers,false_positive,Possible typosquat of @antfu/eslint-config-ts,@antfu/eslint-config-ts
npm,commons-compress,@vimlet,false_positive,"Possible typosquat of grunt-contrib-compress Explanation: The package '@vimlet/commons-compress' uses a scope that is not associated with the original grunt team and its name mimics the legitimate 'grunt-contrib-compress' by sharing the common 'compress' keyword, raising the possibility of deception. The similar functionality and nearly identical purpose in file compression, along with the intentional username prefix in the package name, indicate that this is likely an adversarial (and possibly forked) imitation rather than a distinct package with an unrelated purpose. Its metadata and description are also suspiciously aligned with the legitimate package, strengthening the case for typosquatting. Risk level: High).",grunt-contrib-compress
npm,eslint-config-api,,false_positive,Possible typosquat of eslint-config-xo,eslint-config-xo
npm,mexc-test,,false_positive,"Possible `simplification` typosquat of test Explanation: The package name 'mexc-test' is a prefix augmentation of 'test', which qualifies as an adversarial name due to potential confusion, despite the edit distance being 5. Its naming pattern and similarity indicate that it is designed to mimic or fork the legitimate 'test' package. Additionally, the inserted namespace 'mexc-' seems intended to draw attention away from the original, which is a common tactic in typosquatting. The description 'security holding package' combined with the near-identical purpose (i.e., providing testing functionality) and the absence of known maintainers further add to the suspicion that this is an intentional typosquat rather than a distinct or legitimate fork. Therefore, the package is classified as a suspicious fork with adversarial naming and potential malicious intent. Risk level: High).",test
npm,gawk,,false_positive,"Possible typosquat of gaze Explanation: The names 'gawk' and 'gaze' are similar enough that 'gawk' could be seen as an intentional mimic of 'gaze', particularly since they differ by only one character. This creates potential for user confusion. Additionally, both packages serve different purposes, with 'gawk' focusing on observable JavaScript objects and arrays, while 'gaze' is a file watching utility. The maintainer of 'gawk' is known in the npm community, which adds legitimacy, but the similarity in names and potential for confusion makes it suspicious.",gaze
npm,safe-regex-test,@nolyfill,false_positive,Possible typosquat of safe-regex-test,safe-regex-test
pypi,pytest-services,,false_positive,"Possible `asemantic substitution` typosquat of pytest-servers Explanation: The names 'pytest-services' and 'pytest-servers' are very similar, with only a slight difference in spelling, which could easily deceive users. Based solely on the package name, this indicates adversarial intent. The descriptions of both packages are nearly identical and they serve the same purpose as plugins for pytest, meaning they lack distinct purpose. There is no indication of a username appended in the package name, so it is not considered a fork. Also, since the package is clearly for pytest testing and maintainers are established in the PyPI community, it is identified as a test package with known maintainers. The presence of a detailed README disqualifies the no_readme flag. Overall, the similarity and potential for confusion in the metadata indicate a suspicious intent. Risk level: High).",pytest-servers
npm,tsconfig,@ckvv,false_positive,Possible typosquat of tsconfig,tsconfig
npm,gith4ck,,false_positive,"Possible `1-step D-L dist` typosquat of githulk Explanation: The package name 'gith4ck' bears only a minor change from 'githulk' (an edit distance of 2), replacing the letter 'u' with the digit '4', which is a known tactic to bypass restrictions (e.g., using 4 in place of hack due to NPM restrictions). This makes the name adversarial since it can easily deceive users. Additionally, the provided guidance indicates that 'gith4ck' is to be considered a fork of 'githulk', and its naming and description are purposefully crafted to mimic the legitimate package while introducing suspicious intent. The metadata and description, including the note about modifying the word 'hack', further support the conclusion of deceptive intent. Risk level: High).",githulk
npm,react-utils,@saas-ui,false_positive,Possible typosquat of @chakra-ui/react-utils,@chakra-ui/react-utils
npm,snsoft-lib,,false_positive,"Possible typosquat of lib Explanation: The package name 'snsoft-lib' is a 1-step modification of 'lib', which makes it potentially adversarial. The description does not indicate it is a fork, and the maintainers are not well-known in the npm community, raising suspicion. The purpose of 'snsoft-lib' is not clearly distinct from 'lib', and it does not appear to be a test package.",lib
npm,serializer,,false_positive,"Possible `1-step D-L dist` typosquat of serializerr Explanation: The two names 'serializer' and 'serializerr' are extremely similar with only a one-character difference, which can easily confuse users. This similarity meets the criteria for an adversarial name. The package 'serializer' does not include any username indicator in its name, so it is not considered a fork. Its functionality appears to aim for JSON serialization similar to the legitimate 'serializerr', and the vague description (combined with no README data) contributes to the suspicion that it is intended to mimic the legitimate package, so it does not have a distinct purpose. Additionally, the maintainer ('francois') of serializer does not match with the known maintainer of serializerr, and the poor documentation further raises concerns. Overall, these factors justify marking it as suspicious. Risk level: High).",serializerr
npm,color-plenty-lack9,,false_positive,"Possible typosquat of color-blend Explanation: Although both packages begin with the prefix ""color-"", the remainder of the package name in the suspicious package ('plenty-lack9') does not clearly indicate a distinct functionality from the legitimate 'color-blend' (which explicitly describes blending RGBA colors). The similarity in the prefix along with the minimal README and lack of detailed description in 'color-plenty-lack9' raises concerns of an intentional mimic. Additionally, the package name pattern along with using a non-typical suffix (rather than a clear user fork indicator) is more indicative of an adversarial name designed to confuse users. Consequently, the metrics point toward an adversarial naming with suspicious intent and a likely impersonation, without clear distinct purpose or evidence of legitimate maintainership. Risk level: High).",color-blend
huggingface,FL33TW00D/whisper-medium,,false_positive,Possible typosquat of FL33TW00D-HF/whisper-medium,FL33TW00D-HF/whisper-medium
npm,http-i18n,,false_positive,"Possible `asemantic substitution` typosquat of hexo-i18n Explanation: The package name 'http-i18n' is very similar to 'hexo-i18n' with an edit distance of 3, making it likely to confuse users and indicating an intentional mimic. The name transformation (changing 'hexo' to 'http') falls under asemantic substitution/homographic replacement, which qualifies as an adversarial name based solely on the package name. Although it might seem like a fork of the legitimate package at first glance, it does not include a username or clear fork indicator. The purpose of both packages appears similar, and the description of 'http-i18n' is brief and lacks the detailed context provided by 'hexo-i18n', which raises suspicion. Additionally, the maintainers list contains a single name ('orangeman') that does not strongly associate it with the established project, further adding to the suspicion. Risk level: High).",hexo-i18n
npm,is-bigint,@types,false_positive,"Possible `scope confusion` typosquat of is-bigint Explanation: @types/is-bigint is a scoped package that adds a namespace to the legitimate package is-bigint, which could confuse users. The '@types/' namespace is commonly used for TypeScript type definitions, indicating that it is related but not a direct fork. The maintainers are known, which reduces suspicion, but the potential for confusion remains high due to the similarity in names.",is-bigint
npm,subscribe,@medeity,false_positive,Possible typosquat of @fastify/sensible,@fastify/sensible
npm,base,@gnyio,false_positive,Possible typosquat of base,base
gem,deface,,false_positive,"Possible typosquat of defacer Explanation: The name ‘deface’ is only one character different from ‘defacer’, making it highly confusing (is_adversarial_name=true). There’s no description or readme, and no evidence of a distinct functionality or fork, so it’s likely an attempt to impersonate rather than a legitimate alternative (obvious_not_typosquat=false, has_distinct_purpose=false, is_fork=false). The package name doesn’t indicate testing, and the maintainer isn’t a widely recognized Ruby authority (is_test=false, is_known_maintainer=false). The complete lack of documentation (no_readme=true) combined with the near-identical name suggests malicious intent to trick users (has_suspicious_intent=true). There’s no indication it’s a relocated package (is_relocated_package=false). Risk level: High.",defacer
npm,reflect.ownkeys,@nolyfill,false_positive,Possible typosquat of reflect.ownkeys,reflect.ownkeys
npm,deffy,,false_positive,Possible typosquat of defu,defu
npm,use-wallet-beta,,false_positive,"Possible typosquat of @celo/wallet-base Explanation: The package name 'use-wallet-beta' is intentionally similar to '@celo/wallet-base' in its usage of the core term 'wallet' and similar structural composition (a prefix and a modifier). This can potentially mislead users into thinking it is related or an official variant. The similarity in naming constitutes an adversarial naming strategy despite slight semantic differences. There is no indication of a legitimate fork since no username or organizational prefix is used. Also, the functionality described for use-wallet-beta overlaps with wallet-related functions similar to the legitimate package, failing to demonstrate a clearly distinct purpose. Additionally, the maintainer ('jadejav01234') is not a known maintainer from the official organization, which adds to the suspicion. The package does have a readme and detailed description, but the overall presentation and similarities contribute toward displaying suspicious intent. Therefore, the metrics are set as above. Risk level: High).",@celo/wallet-base
npm,fate-cli,,false_positive,"Possible `1-step D-L dist` typosquat of fta-cli Explanation: The names differ by just one character (insertion of ""e""), making them easily confusable (is_adversarial_name=true). The target has no README or indication of a clear, distinct purpose (no_readme=true, has_distinct_purpose=false), and there is no sign it’s a fork or relocation. The single maintainer is not a known entity in this ecosystem (is_known_maintainer=false), and the package’s lack of documentation combined with name confusion suggests malicious or deceptive intent (has_suspicious_intent=true). Risk level: High.",fta-cli
npm,create-arnav-app,,false_positive,"Possible typosquat of create-react-app - Explanation: The package 'create-arnav-app' has a name that closely resembles 'create-react-app', which could confuse users. The lack of README data and the fact that the maintainer is not widely recognized in the npm community contribute to the suspicion. The name 'arnav' does not suggest a distinct purpose or intentional play on words related to 'react'.",create-react-app
npm,eslint-config-ao-legacy,,false_positive,Possible typosquat of eslint-config-turbo,eslint-config-turbo
npm,eslint-config,@askluna,false_positive,Possible typosquat of eslint-config,eslint-config
npm,sp-sdk,@ethsign,false_positive,Possible typosquat of @directus/sdk,@directus/sdk
pypi,sgraph,,false_positive,"Similar in name to ""igraph"", it is its own tool designed for hierarchical graph data structures, formats, and algorithms.",
npm,hic-iusto,@kollorg,false_positive,Possible typosquat of isomorphic-git,isomorphic-git
npm,utils,@iyulab,false_positive,Possible typosquat of utils,utils
npm,react-dom-factories,@types,false_positive,"Possible `scope confusion` typosquat of react-dom-factories Explanation: @types/react-dom-factories is a namespaced version of react-dom-factories, which could confuse users. The '@types/' namespace is commonly used for TypeScript type definitions, indicating a potential legitimate purpose, but it could also be seen as an attempt to mimic the original package. The maintainers are not well-known, and the description is not provided, which raises suspicion.",react-dom-factories
npm,utils,@finalapp,false_positive,Possible typosquat of utils,utils
npm,0,,false_positive,"Possible typosquat of db0 Explanation: The package name '0.0' is very similar to 'db0' (edit distance of 2), suggesting an intentional mimicry. Based solely on the similar naming, it is considered an adversarial name because it can deceive users. The prompt also indicates that '0.0' is obviously a fork of 'db0', even though there is no additional description or unique functionality to distinguish its purpose, leading to the conclusion that it does not offer a distinct purpose. With the absence of a README and sparse metadata, plus a potentially suspicious naming tactic, the package is flagged as having suspicious intent. The maintainer 'spikef' is not recognized as part of the legitimate package's community, which further adds to the suspicion. Risk level: High).",db0
npm,import-sort-style-delicious,,false_positive,"Possible `simplification` typosquat of import-sort Explanation: The package name 'import-sort-style-delicious' clearly builds upon the legitimate name 'import-sort' by appending a suffix that might be easily confused with the original, making it an adversarial name. It does not follow a fork naming pattern (e.g., including a username to indicate the fork) and since it is explicitly a style plugin for import-sort, it does not offer a distinct purpose. The maintainer is listed as 'tdd', who is not recognized as part of the legitimate import-sort maintainer group, but that factor alone isn’t enough to trigger a positive typosquat flag in terms of intent. The readme and description are adequately informative and do not suggest overt malicious intent. Therefore, based solely on the package name similarity, it is not regarded as an obvious non-typosquat, is adversarial by its naming, and does not have a distinct purpose separate from the original import-sort. This leads to the conclusions provided in the metrics. Risk level: Medium).",import-sort
pypi,sqlite-xsv,,false_positive,"Possible typosquat of sqlite-fts4 Explanation: The package name 'sqlite-xsv' deliberately uses the same prefix as 'sqlite-fts4' and changes only the suffix, which is a known adversarial tactic (asemantic/homographic substitution) to confuse users. There is no user or organization name in the typosquat indicating a fork, and the altered suffix does not seem to signal a different semantic purpose—rather it appears meant to mimic 'sqlite-fts4'. Although the legitimate package has a clear and detailed description, the similarity in naming can deceive users into believing the packages are related, leading us to mark it as suspicious with a lack of distinct purpose. Risk level: High).",sqlite-fts4
npm,is-generator-function,@nolyfill,false_positive,Possible typosquat of is-generator-function,is-generator-function
npm,thales-utils,,false_positive,Possible typosquat of utils,utils
npm,api,@merkl,false_positive,Possible typosquat of @verdaccio/api,@verdaccio/api
npm,cspell-dict-cpp,,false_positive,Possible typosquat of @cspell/dict-cpp,@cspell/dict-cpp
npm,jsonschema,,false_positive,Possible typosquat of json-schema,json-schema
npm,assert,@gaiiaa,false_positive,Possible typosquat of assert,assert
huggingface,VladDoc/model,,false_positive,Possible typosquat of vladocar/model,vladocar/model
npm,counterfact,,false_positive,"Possible `1-step D-L dist` typosquat of counterpart Explanation: Although the two package names 'counterfact' and 'counterpart' differ only by an edit distance of 2, indicating a very minor alteration and high potential for confusion, their purposes are clearly distinct. Counterfact is a mock server for front-end development, whereas counterpart is a translation/localization library. The similarity in name makes counterfact an adversarial name and raises suspicions of typosquatting, even though it is not a fork (the name does not include a user identifier) and its description is detailed. Additionally, there is no evidence that the maintainer 'pmcelhaney' is linked to the legitimate counterpart package, which further supports the possibility of deceptive intent. Risk level: High).",counterpart
npm,json-schema,@criteria,false_positive,"Possible typosquat of typescript-json-schema Explanation: The package '@criteria/json-schema' shares a very similar core element with 'typescript-json-schema' (both indicating functionality related to JSON Schema and TypeScript) and its naming is arranged in a way that could deceive users. The inclusion of a namespace (@criteria) that is not present in the legitimate package name and the similar description increases the potential for adversarial mimicry. It is not considered a fork because the namespace is a clear organizational scope rather than a username directly appended to the legit package name. Additionally, both packages appear to target the same functionality (i.e., handling JSON Schema in TypeScript), leading to the conclusion that they don't have distinct purposes. The package is not marked as a test package and has a well-populated README. Lastly, the maintainer 'jamesmoschou-criteria' is not recognized as part of the original project’s maintainer group, which further contributes to the suspicious nature of the naming strategy. Risk level: High).",typescript-json-schema
npm,oribuild-linux-arm64,,false_positive,"Possible typosquat of esbuild-linux-arm64 - Explanation: The package name 'oribuild-linux-arm64' is similar to 'esbuild-linux-arm64' with only a minor change in the first few characters, which could confuse users. The lack of description and the fact that the maintainer is not a known entity in the npm community further adds to the suspicion.",esbuild-linux-arm64
npm,modals,@inexture,false_positive,Possible typosquat of @mantine/modals,@mantine/modals
npm,react,@tello-ui,false_positive,"Possible typosquat of semantic-ui-react Explanation: The package '@tello-ui/react' has no README data, which is abnormal. The namespace '@tello-ui' does not clearly indicate a known organization or user, and the name is not similar enough to 'semantic-ui-react' to be an obvious play on words or creative variation. The lack of information and the namespace usage make it potentially suspicious.",semantic-ui-react
npm,row,@svelement-ui,false_positive,"Possible typosquat of element-ui Explanation: The package '@svelement-ui/row' has a namespace that could be seen as mimicking 'element-ui', and lacks a description, which raises suspicion. The maintainer 'koory1st' is not recognized as a known maintainer in the npm community, and there is no clear indication of a distinct purpose or intentional play on words. The lack of README data further contributes to the suspicion.",element-ui
gem,aws-graph,,false_positive,"Possible typosquat of aws Explanation: The package name 'aws-graph' is a minor modification of 'aws', which could confuse users, making it an adversarial name. It has a distinct purpose related to AWS security, differentiating it from the general AWS library. The maintainers are known in the community, which reduces suspicion, but the name still raises concerns due to its similarity to 'aws'.",aws
pypi,liftover,,false_positive,"Possible `1-step D-L dist` typosquat of pyliftover Explanation: The package 'liftover' closely mimics 'pyliftover' by simply removing the 'py' prefix, resulting in a minimal change that could easily deceive users. Its description and functionality are nearly identical to pyliftover—both convert genome build coordinates, with liftover emphasizing performance improvements using C++—which implies that it is not providing a distinct purpose. Although liftover’s maintainership (['jeremy.mcrae']) indicates a known developer in the PyPI community, the subtle name change is adversarial and raises suspicion. There is no indication of it being an official fork (no username attached in the package name) nor a relocated package. Therefore, while it has similar intent as pyliftover, the minimal alteration in the name is enough to flag it as a potential typosquat with suspicious intent. Risk level: High).",pyliftover
npm,nekos-js,,false_positive,"Possible `1-step D-L dist` typosquat of nkeys.js Explanation: The two package names – 'nekos-js' and 'nkeys.js' – are very similar in spelling and punctuation with only minor character differences that can deceive users. This similarity qualifies 'nekos-js' as an adversarial name even though it does not include a clear username indicator to be flagged as a fork. In addition, the similar look of the names suggests that 'nekos-js' may be attempting to impersonate 'nkeys.js', which causes us to mark has_distinct_purpose as false. Although 'nekos-js' does provide a README link and its maintainers (['cramatsu']) appear legitimate, the confusing similarity in naming and the potential to mislead users result in marking the package as suspicious in intent. There is no evidence to classify this package as a relocated package or a testing package. Risk level: High).",nkeys.js
npm,evaluators,@nocobase,false_positive,Possible typosquat of csp_evaluator,csp_evaluator
npm,eslint-plugin-prettier,@cailiao,false_positive,Possible typosquat of eslint-plugin-prettier,eslint-plugin-prettier
npm,watcher,@teambit,false_positive,Possible typosquat of watcher,watcher
npm,apidi-plugin-hapi,,false_positive,Possible typosquat of @hapi/eslint-plugin-hapi,@hapi/eslint-plugin-hapi
npm,is-core-module,@nolyfill,false_positive,Possible typosquat of is-core-module,is-core-module
npm,de-cent-ts-linux-x64-gnu,,false_positive,"Possible typosquat of @swc/core-linux-x64-gnu Explanation: The package name 'de-cent-ts-linux-x64-gnu' mirrors the structure of the legitimate package name '@swc/core-linux-x64-gnu', with only the leading segment replaced. This subtle and intentional modification (a prefix and reference swap) is sufficient for potential deception. The fact that the suffix '-linux-x64-gnu' remains the same while the main identifier has been altered suggests an adversarial intent; hence is_adversarial_name is set to true. There is no indication that the altered prefix is a username or a legitimate organizational namespace, so it is not considered a typical fork (is_fork is false). The descriptions are nearly identical in that both describe a binary for their respective project, and the mimicry in naming implies that the two packages are intended to be confused with each other. Therefore, the package does not have a distinct purpose relative to the legitimate package (has_distinct_purpose is false). There is no evidence suggesting that de-cent-ts-linux-x64-gnu is for testing (is_test is false) and the sole maintainer ('exulansis') is not known to be part of the legitimate @swc team (is_known_maintainer is false). Both packages have proper README content (no_readme is false), and there is no indication of a known relocation between the packages (is_relocated_package is false). Overall, the similarities in naming, especially in the context of the known and reputable @swc package, along with the mismatch of organizational footprint, contribute to the conclusion that de-cent-ts-linux-x64-gnu is potentially suspicious and intended to mimic the legitimate package. Risk level: High).",@swc/core-linux-x64-gnu
pypi,wierdpkg,,false_positive,"Possible typosquat of wirerope Explanation: The package name 'wierdpkg' is very similar to 'wirerope' with only a slight modification, making it potentially confusing to users. This similarity suggests an adversarial attempt, so 'is_adversarial_name' is marked True. There is no indication in the name that it is a fork (no user or organization prefix/suffix), so 'is_fork' is False. The vague description ('An arch reactor package') does not match the detailed functionality of 'wirerope', implying that if this package is mimicking 'wirerope', it does not offer a distinct purpose – hence 'has_distinct_purpose' is False. It is not identified as a test package, and the provided maintainer ('gangadhar') is not known to be part of the legitimate 'wirerope' team, so 'is_known_maintainer' is False. The package includes a description, so 'no_readme' is False. The code bases themselves are quite different.",wirerope
npm,snke,,false_positive,"Possible typosquat of snyk - Explanation: The package name 'snke' is very similar to 'snyk', with only one character missing, which is a common pattern in typosquatting. The lack of README data and the absence of a clear namespace or description further increase suspicion. The maintainer 'cooperrunyan' is not recognized as a known maintainer in the npm community, adding to the suspicion.",snyk
npm,base112,,false_positive,"Possible `simplification` typosquat of base Explanation: The package 'base112' has no README data, which is abnormal, and the name is similar enough to 'Base' to potentially confuse users. The maintainer 'mitrovic95' is not recognized as a known maintainer in the npm community, and there is no indication of a distinct purpose or intentional play on words. The lack of namespace information and README data makes it difficult to determine a legitimate purpose, increasing suspicion.",base
npm,codecs,,false_positive,"Possible `1-step D-L dist` typosquat of bodec Explanation: The package name 'codecs' is highly similar to 'bodec' – differing by only a minor character change – and with both packages serving a similar purpose (binary encoding/decoding), it appears that 'codecs' was designed to mimic 'bodec'. Based solely on the name, the similarity is enough to cause user confusion (adversarial name = true) and the intended functionality is not distinct from 'bodec' (has_distinct_purpose = false). There is no user or organizational identifier in the name (is_fork = false) and the package is not meant for testing. Additionally, since the maintainers (['mafintosh']) are known in the community and both packages include a detailed README, metadata does not mitigate the deception. Thus, the overall evaluation leads to obvious_not_typosquat = false and has_suspicious_intent = true. Risk level: High).",bodec
golang,github.com/ipld/go-car,,false_positive,Possible typosquat of github.com/ipfs/go-car,github.com/ipfs/go-car
npm,imatrix-mobile-lib,,false_positive,Possible typosquat of ripple-lib,ripple-lib
npm,typedarray,@nolyfill,false_positive,Possible typosquat of typedarray,typedarray
npm,is-executable,,false_positive,"Possible `simplification` typosquat of executable Explanation: The package 'is-executable' and the legitimate package 'executable' have nearly identical purposes and functionality (both check whether a file is executable). The package name 'is-executable' is only a minor modification (addition of the 'is-' prefix) which can easily confuse users, making it adversarial. There is no indication that 'is-executable' is a fork (as it does not include a clear username in its name), and it does not serve a distinct purpose; it is a direct mimic of 'executable'. The maintainer of 'is-executable' is sindresorhus, who is a well-known maintainer, but the similarity of the metadata raises suspicion. Since both packages have proper READMEs, no_readme is set to false. Overall, based solely on the package name and its similar description to that of 'executable', the suspicious intent metric is set to true. Risk level: High).",executable
huggingface,ChrisWilson010101/5D8BVCv5pHnbBkv3K2WBj2eUCy2ERCuU3N8YQuyVu5MqDkSx_vgg,,false_positive,Possible typosquat of Chrisisis/5D8BVCv5pHnbBkv3K2WBj2eUCy2ERCuU3N8YQuyVu5MqDkSx_vgg,Chrisisis/5D8BVCv5pHnbBkv3K2WBj2eUCy2ERCuU3N8YQuyVu5MqDkSx_vgg
gem,hiu_auth,,false_positive,"Possible typosquat of brl_auth Explanation: The package 'hiu_auth' is structurally very similar to 'brl_auth' with only minor character substitutions in the prefix, making it easily confusable and thus adversarial. The naming pattern (_auth) is common, but given the close resemblance and similar intended functionality described in both package descriptions, 'hiu_auth' appears to mimic 'brl_auth' rather than having a distinct purpose. There is no clear indication of a fork since the name does not include a username tag, and the maintainer 'hiungwork' is not recognized as a known maintainer from the legitimate package. The description provided is minimal, yet similar in intent to the legitimate package. There is no evidence for it being a test package, nor is there an indication of relocation. Overall, the analysis raises significant suspicion regarding typosquatting through adversarial naming and mimicking purpose. Risk level: High).",brl_auth
