type,name,namespace,threat_type,description,legitimate_package
npm,array.prototype.flatten,,false_positive,Possible typosquat of array.prototype.flat,array.prototype.flat
npm,array.prototype.foreach,@nolyfill,false_positive,Possible typosquat of array.prototype.foreach,array.prototype.foreach
npm,array.prototype.toreversed,@nolyfill,false_positive,Possible typosquat of array.prototype.toreversed,array.prototype.toreversed
npm,array.prototype.tosorted,@nolyfill,false_positive,Possible typosquat of array.prototype.tosorted,array.prototype.tosorted
npm,arr-union,,false_positive,Possible typosquat of array-union,array-union
npm,ascendex-test,,false_positive,"Possible typosquat of test Explanation: The package name 'ascendex-test' uses a prefix (ascendex-) added to the legitimate package name 'test', which is a common method of compound squatting. Despite the relatively high edit distance of 9, the use of an organizational prefix and similarity to 'test' can easily confuse users. The name appears to be a fork (as indicated by the naming convention) that likely mimics the legitimate package but without clear distinct purposes – both reference testing. Furthermore, the description 'security holding package' is suspicious, supporting the idea of typosquatting with malicious intent. Finally, the absence of known maintainers further raises concerns. Risk level: High).",test
npm,assert,@gaiiaa,false_positive,Possible typosquat of assert,assert
npm,assert,@jezvejs,false_positive,"Possible scope confusion typosquat of assert - Explanation: The package '@jezvejs/assert' has a recognizable namespace which could indicate a typosquat attempt, especially since 'assert' is a well-known package. The lack of README data and the unknown maintainer further contribute to its suspicious nature.",assert
npm,assert,@kingjs,false_positive,Possible typosquat of assert,assert
npm,assert,@nolyfill,false_positive,Possible typosquat of assert,assert
npm,assert,@notdutzi,false_positive,Possible typosquat of assert,assert
npm,ast-monkey,,false_positive,Possible typosquat of fs-monkey,fs-monkey
npm,astra-cli,,false_positive,"Possible typosquat of cli Explanation: The package name 'astra-cli' is considered an adversarial name due to its similarity to 'cli', which could confuse users. The maintainers are known, which reduces suspicion, but the distinct purpose of 'astra-cli' and its potential to mislead users still make it suspicious.",cli
npm,asy-diff,,false_positive,"Possible `1-step D-L dist` typosquat of arr-diff Explanation: The package name 'asy-diff' is very similar to 'arr-diff' with only a one-letter substitution, which makes it potentially adversarial. Although its description indicates an asynchronous diff functionality distinct from what 'arr-diff' provides, the deliberately similar name raises suspicion. There is no explicit indication that it is a fork (such as user name or explicit fork notice) even though the functionality differs, and its use in testing-like asynchronous operations (and potential experimental nature) further complicates trust. The presence of a recognized maintainer ('youjia') adds some credibility, but overall the naming mimicry combined with some unconventional purpose causes concern, resulting in an overall suspicion.Package is likely a potential typosquat threat.",arr-diff
npm,async-array,,false_positive,"Possible `grammatical substitution` typosquat of async-arrays Explanation: The target name differs by only the final “s” (async-array vs async-arrays), making it easily confused. Both claim the same array-based async control flow purpose, and the target lacks any README documentation, suggesting it’s not a legitimate fork or variant but likely a typosquat. The maintainer is not recognized, and there are no relocation or testing indicators, but the missing documentation and close name strongly point to suspicious intent. Risk level: High.",async-arrays
npm,asynciterator.prototype,@nolyfill,false_positive,Possible typosquat of asynciterator.prototype,asynciterator.prototype
npm,async-line-reader,,typosquat,"Possible `simplification` typosquat of line-reader Explanation: The package name 'async-line-reader' is a very similar augmentation of 'line-reader' with the simple addition of the 'async-' prefix, which can be confusing and is a common adversarial squatting tactic. Both packages serve nearly identical purposes without distinct functionality, and the README content is nearly identical with minor differences. There is no indication that the package is a fork (e.g., no username in the package name), nor is it a test package since its documentation is intended for general usage. While the maintainer is not a widely recognized name associated with the legitimate package and there are clear similarities in description, the package appears to be intentionally imitating 'line-reader', resulting in a typosquat with suspicious intent. Risk level: High).",line-reader
npm,atlantis-api,,false_positive,"Possible typosquat of api Explanation: The package 'atlantis-api' is labeled as a 'security holding package', which often indicates a placeholder to prevent typosquatting. The name 'atlantis-api' could potentially confuse users looking for 'api', especially since 'api' is a common term. The lack of known maintainers and the absence of a namespace further contribute to its suspicious nature.",api
npm,audiobuffer,,false_positive,"Possible `1-step D-L dist` typosquat of audio-buffer Explanation: The target name “audiobuffer” differs from the legitimate “audio-buffer” only by a missing hyphen, making them visually and phonetically identical. Both packages implement the same Web Audio API AudioBuffer functionality, so there is no distinct purpose. There is no fork indicator in the name, the maintainer (‘sebpiq’) is not a known trusted source, and the package includes a README but still appears designed to confuse users seeking the legitimate library. Therefore, it’s likely a typosquat with suspicious intent. Risk level: High.",audio-buffer
npm,auth,@nocobase,false_positive,Possible typosquat of prismarine-auth,prismarine-auth
npm,auth,@operato,false_positive,"Possible `scope confusion` typosquat of auth Explanation: The package '@operato/auth' lacks a description and uses a namespace that does not clearly indicate a legitimate organization or user. The maintainers are not recognized as prominent figures in the npm community, and the absence of README data makes it difficult to ascertain its purpose. The namespace '@operato' does not provide enough context to rule out the possibility of typosquatting, especially given the generic nature of the package name 'auth'.",auth
npm,auth,@paladen,false_positive,"Possible `scope confusion` typosquat of auth Explanation: The package '@paladen/auth' adds an organizational scope to the common package name 'auth', which introduces scope confusion even though the edit distance is relatively high. The namespace acts like a mimic to the well‐known Auth.js package, potentially deceiving users. Furthermore, the description in '@paladen/auth' is vague and mentions errors rather than defining a clear or distinct purpose compared to the legitimate 'auth' package, and the inclusion of a user scope (instead of a trusted organizational name) further supports the possibility of it being an intentional fork designed to capitalize on the reputation of Auth.js. These factors together make the name adversarial and indicative of suspicious intent. Risk level: High).",auth
npm,auth0-jwt,,typosquat,"Possible typosquat of @auth0/angular-jwt - Explanation: The package 'auth0-jwt' lacks a namespace and closely resembles the legitimate package '@auth0/angular-jwt' in name, which could confuse users. The description of 'auth0-jwt' does not clearly indicate a distinct purpose or testing intent, and the maintainer is not widely recognized in the npm community. These factors contribute to the suspicion of typosquatting.",@auth0/angular-jwt
npm,autocomplete-core,,false_positive,Possible typosquat of @algolia/autocomplete-core,@algolia/autocomplete-core
npm,autocomplete-core,@kumoai,false_positive,Possible typosquat of @algolia/autocomplete-core,@algolia/autocomplete-core
npm,autocomplete-shared,@kumoai,false_positive,Possible typosquat of @algolia/autocomplete-shared,@algolia/autocomplete-shared
npm,autogit-plugin-replace,,false_positive,"Possible typosquat of @rollup/plugin-replace Explanation: The package name 'autogit-plugin-replace' closely mimics the legitimate '@rollup/plugin-replace' by preserving the key identifier 'plugin-replace', which may deceive users into believing it is associated with Rollup. Despite having a different prefix ('autogit' vs '@rollup'), the similarity in naming and functionality (performing string replacements) along with almost identical README content makes it likely to be an intentional mimic. There is no evidence of it being a fork (e.g., by including a username of the original project) and it does not have a distinct purpose. The maintainers are not known to be part of the Rollup team and the package is not marked as a test package. Additionally, the package includes a README. Hence, while the package is not relocated, its naming and metadata suggest suspicious intent and potential typosquatting. Risk level: High).",@rollup/plugin-replace
npm,available-typed-arrays,@nolyfill,false_positive,Possible typosquat of available-typed-arrays,available-typed-arrays
npm,av-expo-barcode-scanner,,typosquat,"Possible simplification typosquat of expo-barcode-scanner - Explanation: The package 'av-expo-barcode-scanner' closely resembles 'expo-barcode-scanner' with only a prefix added, which could confuse users. The description is very similar to the legitimate package, and there is no clear indication of a distinct purpose or known maintainer. The namespace 'av' does not clearly indicate a legitimate organization or user, making it potentially suspicious.",expo-barcode-scanner
npm,aws-cdk,@packyak,false_positive,"Possible `scope confusion` typosquat of aws-cdk Explanation: Although the legitimate package 'aws-cdk' is unscoped, the suspicious package '@packyak/aws-cdk' uses a namespace to prepend the well‐known package name, which can be misleading. The edit distance is high if measured across the whole name, but the deliberate attachment of 'aws-cdk' to the scoped name indicates potential intent to impersonate or confuse users. Furthermore, the description of @packyak/aws-cdk describes a distinct framework with a different purpose from the official AWS CDK Toolkit. Its namespace reflects an organizational or user scope, and the maintainer is a known npm contributor, which could argue against a straightforward fork. Nonetheless, the decision is driven solely by the naming similarity and confusion potential, hence it is flagged as having an adversarial name and suspicious intent. Risk level: High).",aws-cdk
npm,aws-sdk,@webiny,typosquat,"Possible `scope confusion` typosquat of aws-sdk Explanation: Although the '@webiny' namespace appears to be a valid organizational scope with known maintainers, the package name '@webiny/aws-sdk' effectively appends the well‐known 'aws-sdk' to its scope. This naming strategy, combined with an edit distance that suggests purposeful mimicry and a very succinct description ('Wrapper for AWS SDK'), indicates that the package could potentially deceive users into thinking it is the original or a direct variant of 'aws-sdk'. The use of the legitimate package’s name in a different scope creates scope confusion and resembles adversarial naming patterns, which makes it likely a fork engineered for deceptive purposes. Risk level: High).",aws-sdk
npm,axios,@beneway,false_positive,Possible typosquat of axios,axios
npm,axios-api-utils,,false_positive,Possible typosquat of @polkadot-api/utils,@polkadot-api/utils
npm,axios-h2-adapter,,typosquat,"Possible typosquat of axios-http2-adapter Explanation: The target name 'axios-h2-adapter' differs by only a minor abbreviation (‘h2’ vs ‘http2’), creating high confusion potential with the well-known 'axios-http2-adapter'. Both packages provide virtually identical functionality—HTTP/2 support for Axios—so there is no distinct purpose. The target shows no fork indicators, its maintainer is not a widely recognized Axios maintainer, and it clearly attempts to impersonate the legitimate adapter. Therefore, it should be flagged as a suspected typosquat with adversarial naming intent. Risk level: High.",axios-http2-adapter
npm,axios-oauth,,possible_typosquat,"Possible typosquat of axios-oauth-client Explanation: 1. obvious_not_typosquat: FALSE because the names differ only by the “-client” suffix (low edit distance) and the target package’s code is minimal and unrelated to axios, making it suspicious rather than clearly distinct. 2. is_adversarial_name: TRUE since “axios-oauth” is visually and semantically very close to “axios-oauth-client,” likely to confuse users searching for the legit package. 3. is_fork: FALSE; no username/org prefix or explicit fork notice is present in the name or metadata. 4. has_distinct_purpose: FALSE; both claim to offer OAuth support for axios, and the target package does not exhibit a clearly different or specialized use case beyond what the legit package provides. 5. is_test: FALSE; neither name nor description indicates any testing functionality. 6. is_known_maintainer: FALSE; the maintainer “dht” is not a recognized or reputable author in this ecosystem. 7. no_readme: FALSE; a minimal readme/code snippet is present, so it is not completely undocumented. 8. has_suspicious_intent: TRUE; the package name promises axios OAuth helpers but delivers only hard-coded Spotify URLs and a bespoke OAuth.create API, suggesting intent to mislead. 9. is_relocated_package: FALSE; there is no indication this is a known relocation of a previously published package. Risk level: High.",axios-oauth-client
npm,axois,,typosquat,Possible typosquat of axios,axios
npm,aysa-web-core,,malware,"Possible typosquat of @scalar/core Explanation: The package name 'aysa-web-core' shares the '-core' suffix with the legitimate '@scalar/core', but employs a different prefix and lacks a namespace. This difference along with a description stating it is a 'security holding package' makes it likely that the creator attempted to mimic or confuse users rather than offering a distinct functionality. The naming change, scope confusion, and suspicious description (security holding package) combined with non-associated maintainers (['npm'] which does not link to @scalar) indicate adversarial intent. Furthermore, despite sharing a common word, the differences do not justify an obvious fork or distinct purpose. Hence, it is considered a suspicious typosquat. Risk level: High).",@scalar/core
npm,azeri,,typosquat,"Possible 1-step D-L dist typosquat of azure - Explanation: The package 'azeri' has a name that is very similar to 'azure', differing by only two letters, which could easily confuse users. Additionally, the lack of a README or description makes it difficult to determine its purpose, increasing suspicion. The maintainer '4gayev1' is not recognized as a known maintainer in the npm community, and there is no indication of a distinct purpose or intentional play on words. Therefore, it is considered suspicious.",azure
npm,azure-ai-form-recognizer-ts,,typosquat,"Possible typosquat of @azure/ai-form-recognizer Explanation: The package name 'azure-ai-form-recognizer-ts' is very similar to '@azure/ai-form-recognizer', differing mainly by the addition of a '-ts' suffix, which is a typical tactic in compound squatting or scope confusion. This minor change can easily mislead users into thinking it is related or an official update. Additionally, the description 'security holding package' is vague and raises suspicion, suggesting deceptive intent. The maintainers are only listed as ['npm'], which does not match the recognized maintainers of the legitimate package, further contributing to the suspicion that this package is a typosquat and an intentional fork. Risk level: High).",@azure/ai-form-recognizer
npm,azure-app-configuration,,typosquat,"Possible `scope confusion` typosquat of @azure/app-configuration Explanation: The package name 'azure-app-configuration' differs from '@azure/app-configuration' only by the removal of the scope, which is a minor change and can easily deceive users. This means that based solely on name similarity, it qualifies as an adversarial name. The naming pattern mimics the legitimate package closely, and considering it appears to have been set up as a fork (by removing the legitimate namespace) without any distinct functionality, it reinforces the suspicion. Additionally, the description 'security holding package' is suspicious and raises concerns about its intent, while its maintainers list only includes 'npm', which does not clearly establish it as a legitimate continuation of the official package. All these factors together indicate that 'azure-app-configuration' is likely intended to mimic '@azure/app-configuration' for deceptive purposes. Risk level: High).",@azure/app-configuration
npm,azure-arm-servicefabricmesh-samples-ts-beta,,typosquat,"Possible `simplification` typosquat of azure-arm-servicefabric Explanation: The package name 'azure-arm-servicefabricmesh-samples-ts-beta' uses the core identifier 'azure-arm-servicefabric' with additional qualifiers that may attempt to leverage the recognition of the legitimate package. The added suffixes ('mesh', 'samples', 'ts', 'beta') could be interpreted as an attempt to mimic or confuse users about its association, meeting criteria for an adversarial name. It is not marked as a fork because it does not contain an explicit username or user-specific suffix. Additionally, although the naming could imply a sample or testing utility for ServiceFabric Mesh, its description 'security holding package' does not align with typical sample code and raises further suspicion. The maintainers being listed as ['npm'] are not recognized as legitimate for the original package, and there is no clear distinction in purpose between this package and the legitimized 'azure-arm-servicefabric'. Hence, based solely on name similarity and the suspicious description, it is determined to be potentially a typosquat with malicious intent. Risk level: High).",azure-arm-servicefabric
npm,azure-communication-identity,,typosquat,"Possible `scope confusion` typosquat of @azure/communication-identity Explanation: The package 'azure-communication-identity' lacks a namespace and mimics the legitimate package '@azure/communication-identity'. Its description as a 'security holding package' suggests it is not intended for actual use, which is common for typosquat placeholders. The maintainers list does not include known developers, increasing suspicion.",@azure/communication-identity
npm,azure-core-rest-pipeline-js,,typosquat,"Possible typosquat of @azure/core-rest-pipeline Explanation: The package name 'azure-core-rest-pipeline-js' closely mimics the legitimate '@azure/core-rest-pipeline' by adding a '-js' suffix, which is a typical adversarial technique intended to confuse users. The similarity suggests it is trying to impersonate the legitimate package, thereby failing the obvious_not_typosquat test. There is no indication in the name that it is a fork (like including a username). Both packages appear to serve the same high-level purpose, so it does not have a distinct purpose. The provided description 'security holding package' along with an ambiguous or missing README raises further suspicion of malicious intent, especially since the only maintainer listed is 'npm', which in this context does not qualify as a legitimate maintainer for a security holding package. The package is not aimed at testing and there is no evidence of it being a relocated package. Risk level: High).",@azure/core-rest-pipeline
npm,azure-event-hubs-browser,,malware,Possible typosquat of @azure/event-hubs Explanation: The package 'azure-event-hubs-browser' is a security holding package with a name similar to '@azure/event-hubs'. The lack of a distinct description and the use of a common namespace without clear differentiation suggest it could be a typosquat. The maintainer 'npm' does not provide enough legitimacy to rule out suspicion. Security holding package,@azure/event-hubs
npm,azure-graphrbac,,malware,Possible typosquat of azure azure-graphrbac is a malicious package that exfiltrates system (Ex - hostname) and project details to external servers.,azure
npm,azure-template,,typosquat,"Possible `scope confusion` typosquat of @azure/template Explanation: The package 'azure-template' is a security holding package with a name very similar to '@azure/template'. The lack of a namespace and the description suggest it could be a placeholder to prevent typosquatting. The maintainers are not known, and the name closely mimics a known organization, making it suspicious.",@azure/template
npm,azure-web-pubsub,,malware,"Possible scope confusion typosquat of @azure/web-pubsub - Explanation: The package 'azure-web-pubsub' is a security holding package with a name very similar to '@azure/web-pubsub'. The lack of a namespace and the use of 'azure' in the name, which is associated with a well-known organization, makes it likely a typosquat. The description 'security holding package' suggests it is not intended for actual use, but the similarity in naming is suspicious. azure-web-pubsub is a security-holding package. Closed as malware",@azure/web-pubsub
npm,azure-web-pubsub-express,,malware,"Possible typosquat of @azure/web-pubsub Explanation: The package 'azure-web-pubsub-express' is labeled as a 'security holding package', which often indicates a placeholder to prevent typosquatting. The name is very similar to '@azure/web-pubsub', and the lack of a distinct description or purpose suggests it could be a typosquat. The maintainer 'npm' does not provide enough information to confirm legitimacy.",@azure/web-pubsub
npm,babelcli,,typosquat,"Possible `scope confusion` typosquat of @babel/cli Explanation: The package name 'babelcli' is extremely similar to '@babel/cli', differing primarily by the absence of the scope, which is a common adversarial tactic to mimic the legitimate package. The name can easily deceive users because it appears to be an intentional impersonation of '@babel/cli', thus it is considered an adversarial name. There is no indication in the package name of a fork, and its purpose does not appear distinct from the legitimate package. Additionally, the description indicates that this is a security holding package, which, along with the suspicious maintainer ('npm') in this context, further heightens the risk of deceptive intent. The package includes a README, so no_readme is false, and there is no evidence of relocation. Risk level: High).",@babel/cli
npm,babel-config,@anst,false_positive,"Possible typosquat of find-babel-config Explanation: The package '@anst/babel-config' has no README data, which is unusual. The namespace '@anst' does not clearly indicate a known organization or user, and the package name is similar enough to 'find-babel-config' to potentially confuse users. The lack of description and the namespace not being clearly related to a known entity contribute to the suspicion.",find-babel-config
npm,babel-eslint-parser,,typosquat,"Possible scope confusion typosquat of @babel/eslint-parser - Explanation: The package 'babel-eslint-parser' closely mimics the name of the legitimate package '@babel/eslint-parser' without a clear distinction in purpose or namespace. The description of 'babel-eslint-parser' is a direct copy of '@babel/eslint-parser', which is highly suspicious. The maintainer 'imhele' is not a known maintainer in the npm community, adding to the suspicion.",@babel/eslint-parser
npm,babel-file,,false_positive,"Possible typosquat of babel-core Explanation: The package name 'babel-file' is very similar to 'babel-core', differing only in the suffix ('file' vs 'core'), which falls under minor character changes that can easily confuse users. Despite its description demonstrating usage highly similar to that of babel-core, the metadata suggests an attempt to replicate core functionality rather than offer a distinctly separate purpose. The name does not include an obvious username indicator, so it is not classified as a fork, yet its close resemblance constitutes an adversarial name. Furthermore, because the functionality described is essentially a replication of core features and the maintainers do not clearly separate its purpose, there is significant potential for typosquat behavior, hence the suspicious intent flag. Risk level: High).",babel-core
npm,babel-file-loader,,false_positive,"Possible typosquat of babel-plugin-file-loader Explanation: The package name 'babel-file-loader' is almost identical to 'babel-plugin-file-loader' with the only difference being the omission of 'plugin'. This minor alteration is likely to confuse users, making it an adversarial name. Furthermore, the two packages do not serve distinct purposes since they both aim to load files for Babel processing, suggesting that 'babel-file-loader' is an intentional mimic of the legitimate package. There is no sign of fork indicators (like a username in the name) and it is not meant for testing purposes. The maintained package has a known maintainer ('thejameskyle') and includes a readme, which makes it less likely to be an experimental or relocated package, yet its name similarity and purpose overlap indicate suspicious intent. Risk level: High).",babel-plugin-file-loader
npm,babel-helper-annotate-as-pure,,false_positive,Possible scope confusion typosquat of @babel/helper-annotate-as-pure,@babel/helper-annotate-as-pure
npm,babelhelspevvuejsxmergeprops,,malware,"Possible typosquat of babel-helper-vue-jsx-merge-props Explanation: The package name 'babelhelspevvuejsxmergeprops' is extremely similar to 'babel-helper-vue-jsx-merge-props', differing only in delimiters and slight character changes. This similarity is likely to deceive users, making it an adversarial name (is_adversarial_name: true), and it is not clearly a fork since it does not include a username or identifier that would denote a fork (is_fork: false). Both packages serve the same high-level goal, suggesting no distinct purpose (has_distinct_purpose: false). The package is not marked for testing (is_test: false), and the provided maintainer 'npm' is considered a known maintainer in the npm ecosystem (is_known_maintainer: true). The description on the suspicious package includes 'security holding package', indicating potential malicious intent (has_suspicious_intent: true). Finally, since the package includes a description with a README title, it is not flagged as missing a README (no_readme: false), and there is no evidence that it is a relocated version of the legitimate package (is_relocated_package: false). Overall, the packages are so similar that 'babelhelspevvuejsxmergeprops' appears to be a deliberate mimic. Risk level: High).",babel-helper-vue-jsx-merge-props
npm,babel-plugin-transform-dynamic-import,,false_positive,"Possible `scope confusion` typosquat of @babel/plugin-transform-dynamic-import Explanation: The package 'babel-plugin-transform-dynamic-import' closely resembles '@babel/plugin-transform-dynamic-import' with only a namespace difference. The namespace '@babel/' is a well-known organization, and the lack of it in the potentially suspicious package could confuse users. The description and functionality are very similar, indicating it might be a typosquat. The maintainer 'timer' is not widely recognized, adding to the suspicion.",@babel/plugin-transform-dynamic-import
npm,babel-plugin-transform-export-namespace,,typosquat,"Possible typosquat of @babel/plugin-transform-export-namespace-from Explanation: The package name 'babel-plugin-transform-export-namespace' is nearly identical to '@babel/plugin-transform-export-namespace-from', differing only by the omission of the token 'from'. This similarity in naming can easily confuse users, making it an adversarial name (is_adversarial_name: true) and leading to potential suspicions of typosquatting (obvious_not_typosquat: false). There is no indication of a username prefix/suffix that would identify it as a fork (is_fork: false), and both packages serve the same high-level purpose with virtually identical functionality, so they do not have distinct purposes (has_distinct_purpose: false). The package is not specific to testing (is_test: false) and maintainers include a known contributor ('hzoo', is_known_maintainer: true), which would normally be a sign of legitimacy. However, because the description is almost identical to the legitimate package and the naming mimics the official scoped package, it expresses suspicious intent (has_suspicious_intent: true). Additionally, the package includes a detailed README (no_readme: false) and there is no evidence of it being a relocated package (is_relocated_package: false). Risk level: High).",@babel/plugin-transform-export-namespace-from
npm,babel-preset,@mozaik,typosquat,"Possible typosquat of modify-babel-preset Explanation: The two package names share the common suffix 'babel-preset' and only differ in the prefix ('@mozaik' vs 'modify'), which makes them confusingly similar. The use of a namespace (@mozaik) indicates that the package is presented as coming from a specific user or organization, which in this context is interpreted as a fork rather than a benign independent package. Despite both packages targeting similar high‐level functionality (handling babel presets), the slight modification in the prefix does not impart a distinct purpose, and the limited README content of @mozaik/babel-preset further raises concerns about its intent. In combination with the potential for misleading users due to the adversarial name transformation, these points lead to the assessment that it is not an obvious non-typosquat but rather a suspicious fork with potentially deceptive intents. Risk level: High).",modify-babel-preset
npm,babel-preset-endor-react,,typosquat,"Possible typosquat of babel-preset-kyt-react Explanation: The package name 'babel-preset-endor-react' differs from 'babel-preset-kyt-react' only by replacing 'kyt' with 'endor', which is a minimal change likely to deceive users by mimicking the legitimate package. This qualifies it as an adversarial name and reduces confidence in its distinct purpose. There is no indication it is a fork, since the naming does not incorporate a username element. Although the maintainer 'hagai' appears to be a known npm contributor, the missing README combined with the suspicious name and minimal differentiation in purpose raises concerns over its intent. Risk level: High).",babel-preset-kyt-react
npm,babel-preset-flow-vue,,false_positive,Possible `undefined` typosquat of babel-preset-flow,babel-preset-flow
npm,babel-preset-gm-react-app,,false_positive,Possible typosquat of babel-preset-react-app,babel-preset-react-app
npm,babel-preset-pob-env,,false_positive,"Possible typosquat of babel-preset-env - Explanation: The package name 'babel-preset-pob-env' is very similar to 'babel-preset-env', with only the addition of 'pob'. The description 'pob babel preset env' does not provide enough information to determine a distinct purpose or intentional play on words. The maintainer 'churpeau' is not widely recognized, and there is no indication of a namespace that would suggest a legitimate organizational use. Therefore, it appears potentially suspicious.",babel-preset-env
npm,babel-preset-typescript,,false_positive,Possible scope confusion typosquat of @babel/preset-typescript,@babel/preset-typescript
npm,babylonjs-gui-editor,,false_positive,"Possible `scope confusion` typosquat of @babylonjs/gui-editor Explanation: The package name 'babylonjs-gui-editor' is very similar to the legitimate '@babylonjs/gui-editor' with an edit distance of 2, primarily differing only by removal of the scope '@'. This constitutes scope confusion and is a form of adversarial naming. The fact that maintainers include 'babylonjs' suggests it is a fork, but the minimal change and near-identical description mean it could deceive users. Consequently, it is flagged as having suspicious intent. Risk level: High).",@babylonjs/gui-editor
npm,babylon-walker,,typosquat,"Possible `1-step D-L dist` typosquat of babylon-walk Explanation: The names differ by only one suffix (‘-er’), making them easily confusable. Both packages offer very similar AST walking functionality for Babylon/Babel, with no clear unique purpose or fork indications. The maintainer (‘iaiae’) isn’t a known authority for this library. The description is minimal and mimics the legitimate package’s claims, suggesting potential impersonation rather than a distinct, well-documented offering. Risk level: High.",babylon-walk
npm,background-plugin,@flowgram.ai,false_positive,"Possible typosquat of gatsby-background-image Explanation: The package '@flowgram.ai/background-plugin' shares a key term ('background') with 'gatsby-background-image' and uses a similar naming pattern (switching 'image' for 'plugin'), which can easily confuse users, especially since it adds an organizational scope that is not associated with the original package. This indicates an adversarial naming strategy. There is no indication that the package is a fork (no username prefix directly linking to the legit package) but rather an imitation. Its lack of a README further raises suspicion about its purpose as it does not provide legitimate documentation. In addition, while both packages deal with background functionality in some form, the similarity in naming suggests an attempt to mimic the established and well-documented 'gatsby-background-image', implying that they do not offer distinct purposes. The listed maintainers do not match known maintainers of the legitimate package, deepening concerns of suspicious intent. Risk level: High).",gatsby-background-image
npm,bank_cron,,malware,"Possible `simplification` typosquat of cron Explanation: The package name 'bank_cron' is only a minor modification of 'cron' by adding a prefix, which constitutes a common form of typosquatting (compound squatting). The modified name can easily confuse users into thinking it is related to or a fork of the legitimate 'cron' package. The description 'security holding package' is suspicious and hints at a malicious intent. There is no namespace or clear organizational indicator that would legitimize 'bank_cron' as an official fork, and with no maintainers listed, it further raises suspicion. Risk level: High).",cron
npm,banner,@saruni-ui,false_positive,Possible typosquat of @leafygreen-ui/banner,@leafygreen-ui/banner
npm,base,@gnyio,false_positive,Possible typosquat of base,base
npm,base,@inexture,false_positive,Possible typosquat of base,base
npm,base,@mmxzjw,false_positive,Possible typosquat of base,base
npm,base,@thisway,false_positive,Possible typosquat of base,base
npm,base,@tstdl,false_positive,Possible typosquat of base,base
npm,base112,,false_positive,"Possible `simplification` typosquat of base Explanation: The package 'base112' has no README data, which is abnormal, and the name is similar enough to 'Base' to potentially confuse users. The maintainer 'mitrovic95' is not recognized as a known maintainer in the npm community, and there is no indication of a distinct purpose or intentional play on words. The lack of namespace information and README data makes it difficult to determine a legitimate purpose, increasing suspicion.",base
npm,base-sdk,@heliosphere,false_positive,"Possible typosquat of sdk-base Explanation: The scoped name '@heliosphere/base-sdk' is easily confused with 'sdk-base' due to the same keywords in reversed order and no clear differentiators, making it adversarial. There’s no readme or documentation to establish a distinct purpose, and maintainers are not known figures in the ecosystem. The functionality described is essentially the same base SDK concept, so it does not serve a clearly different use case or indicate a legitimate fork. The lack of documentation and suspicious naming alignment with a popular package strongly suggest potential malicious intent, so it should not be considered obviously safe. Risk level: High.",sdk-base
npm,base-upload,,false_positive,"Possible simplification typosquat of base - Explanation: The package 'base-upload' is labeled as a 'security holding package', which is often used to prevent typosquatting. The name 'base-upload' is similar enough to 'Base' to potentially confuse users, especially since 'Base' is a legitimate package with a clear purpose. The maintainer 'npm' does not provide enough information to determine legitimacy, and the description of 'base-upload' does not indicate a distinct purpose or a test package. Therefore, it is considered suspicious.",base
npm,basic,@certd,false_positive,Possible typosquat of @platformatic/basic,@platformatic/basic
npm,basic,@prosekit,false_positive,Possible typosquat of @platformatic/basic,@platformatic/basic
npm,bbos,,false_positive,"Possible typosquat of fbjs Explanation: The package name 'bbos' is very similar to 'fbjs' with an edit distance of 2, which is indicative of minor character modifications typical of typosquatting. Ignoring the description, the similarity in the names suggests that 'bbos' can be confusing. Its description as a 'security holding package' and the lack of known maintainers further raises suspicion of deceptive intent. There is no indication that 'bbos' is simply a fork (no user name or explicit fork signaling), nor does it offer unique or distinct functionality compared to 'fbjs'. Consequently, it is considered an adversarial name with suspicious intent. Risk level: High).",fbjs
npm,bdy,,vulnerability,Possible typosquat of body,body
npm,beakman,,false_positive,"Possible `1-step D-L dist` typosquat of weakmap Explanation: The package name 'beakman' has a very low edit distance of 2 from 'weakmap', which makes it highly similar. Based solely on the name similarity, it fits adversarial name criteria (a minor change that could confuse users). The instructions indicate that beakman is presented as an obvious fork of weakmap rather than having a distinct purpose, and its minimal description (just installation instructions) further strengthens suspicion for typosquat intent. Moreover, the maintainers ('menduz', 'ullapublisher') are not known to be associated with the original package, adding to the suspicion. Risk level: High).",weakmap
npm,beard,,false_positive,Possible semantic substitution typosquat of mustache,mustache
npm,beat-earn-web3-duty,,false_positive,"Possible typosquat of means-among-web3-burn Explanation: The package name 'beat-earn-web3-duty' mirrors the structure of 'means-among-web3-burn' (both contain the 'web3' segment and similarly structured hyphen-separated words) in a way that could mislead users. Based solely on the name, the adversarial similarity (with substitutions in the non-core segments) indicates an intent to imitate, so the name is considered adversarial. There is no clear username or organizational prefix/suffix that would mark it as a fork, and both packages do not appear to have distinct purposes given the similarity in name structure. The description is minimal and does not offer a distinct purpose, and the single maintainer 'tleaoo' is not recognized as a known maintainer for the legitimate package. Although a README is present, its content is trivial. Overall, these factors point to suspicious intent rather than an obviously benign, unrelated package. Risk level: High).",means-among-web3-burn
